season,home_team,home_conference,home_score,away_team,away_conference,away_score,lines,spread,formatted_spread,spread_open,over_under,
2019.0,Navy,Big 12,20.0,Kansas State,American Athletic,17.0,1,2.0,Navy,,53.5,
2019.0,Arizona State,Pac-12,20.0,Florida State,ACC,14.0,1,-3.0,Arizona State,,52.0,
2019.0,Wyoming,Sun Belt,38.0,Georgia State,Mountain West,17.0,1,7.5,Wyoming,,49.0,
2019.0,Oregon,Big Ten,28.0,Wisconsin,Pac-12,27.0,0,-3.0,Wisconsin,,52.5,
2019.0,Alabama,SEC,35.0,Michigan,Big Ten,16.0,1,-7.5,Alabama,,60.5,
2019.0,Louisiana,Mid-American,27.0,Miami (OH),Sun Belt,17.0,1,15.0,Louisiana,,55.5,
2019.0,Clemson,Big Ten,29.0,Ohio State,ACC,23.0,1,2.5,Clemson,,62.0,
2019.0,LSU,SEC,42.0,Clemson,ACC,25.0,1,-4.5,LSU,,67.0,
2019.0,LSU,SEC,63.0,Oklahoma,Big 12,28.0,1,-12.5,LSU,,74.0,
2019.0,Minnesota,SEC,31.0,Auburn,Big Ten,24.0,0,-7.0,Auburn,,53.5,
2019.0,Air Force,Pac-12,31.0,Washington State,Mountain West,21.0,1,2.5,Air Force,,71.5,
2019.0,Georgia,Big 12,26.0,Baylor,SEC,14.0,1,3.5,Georgia,,43.5,
2019.0,Tulane,American Athletic,30.0,Southern Mississippi,Conference USA,13.0,1,-7.0,Tulane,,58.0,
2019.0,Cincinnati,American Athletic,38.0,Boston College,ACC,6.0,1,-7.5,Cincinnati,,54.5,
2019.0,Tennessee,SEC,23.0,Indiana,Big Ten,22.0,1,-3.5,Tennessee,,56.0,
2019.0,Notre Dame,Big 12,33.0,Iowa State,FBS Independents,9.0,1,3.5,Notre Dame,,54.5,
2019.0,Florida,ACC,36.0,Virginia,SEC,28.0,1,16.5,Florida,,55.0,
2019.0,Ohio,Mountain West,30.0,Nevada,Mid-American,21.0,1,10.0,Ohio,,62.5,
2019.0,Western Kentucky,Mid-American,23.0,Western Michigan,Conference USA,20.0,1,3.0,Western Kentucky,,56.5,
2019.0,Kentucky,SEC,37.0,Virginia Tech,ACC,30.0,0,1.5,Virginia Tech,,46.0,
,,,,,,,0.7,,,,,
2020.0,Northwestern,Big Ten,35.0,Auburn,SEC,19.0,1,-4.0,Northwestern,,45.0,
2020.0,Oklahoma,Big 12,55.0,Florida,SEC,20.0,1,-7.5,Oklahoma,,65.0,
2020.0,Alabama,SEC,31.0,Notre Dame,FBS Independents,14.0,1,-18.5,Alabama,,65.5,
2020.0,Ohio State,ACC,49.0,Clemson,Big Ten,28.0,0,-7.0,Clemson,,68.5,
2020.0,Georgia,SEC,24.0,Cincinnati,American Athletic,21.0,0,9.0,Cincinnati,,53.0,
2020.0,Ole Miss,Big Ten,26.0,Indiana,SEC,20.0,0,-7.5,Indiana,,67.0,
2020.0,Alabama,SEC,52.0,Ohio State,Big Ten,24.0,1,-9.5,Alabama,,75.0,
2020.0,Nevada,Mountain West,38.0,Tulane,American Athletic,27.0,0,1.0,Tulane,,56.5,
2020.0,Hawai'i,American Athletic,28.0,Houston,Mountain West,14.0,0,-7.0,Houston,,60.5,
2020.0,Buffalo,Mid-American,17.0,Marshall,Conference USA,10.0,1,-5.5,Buffalo,,54.0,
2020.0,Liberty,Sun Belt,37.0,Coastal Carolina,FBS Independents,34.0,0,-6.5,Coastal Carolina,,60.0,
2020.0,Louisiana,Conference USA,31.0,UT San Antonio,Sun Belt,24.0,1,14.0,Louisiana,,55.0,
2020.0,Georgia State,Sun Belt,39.0,Western Kentucky,Conference USA,21.0,1,-3.0,Georgia State,,50.5,
2020.0,Texas,Pac-12,55.0,Colorado,Big 12,23.0,1,8.0,Texas,,67.5,
2020.0,Oklahoma State,ACC,37.0,Miami,Big 12,34.0,1,1.0,Oklahoma State,,63.0,
2020.0,Appalachian State,Conference USA,56.0,North Texas,Sun Belt,28.0,1,21.5,Appalachian State,,68.0,
2020.0,Iowa State,Big 12,34.0,Oregon,Pac-12,17.0,1,-4.5,Iowa State,,57.5,
2020.0,Texas A&M,ACC,41.0,North Carolina,SEC,27.0,1,10.0,Texas A&M,,65.5,
2020.0,BYU,FBS Independents,49.0,UCF,American Athletic,23.0,1,-6.0,BYU,,79.5,
2020.0,Georgia Southern,Sun Belt,38.0,Louisiana Tech,Conference USA,3.0,1,-7.0,Georgia Southern,,48.0,
2020.0,Memphis,Conference USA,25.0,Florida Atlantic,American Athletic,10.0,1,9.0,Memphis,,52.5,
2020.0,Ball State,Mountain West,34.0,San José State,Mid-American,13.0,0,-9.0,San José State,,65.5,
2020.0,Wisconsin,Big Ten,42.0,Wake Forest,ACC,28.0,1,-10.0,Wisconsin,,51.5,
2020.0,Mississippi State,SEC,28.0,Tulsa,American Athletic,26.0,1,-1.0,Mississippi State,,44.5,
2020.0,West Virginia,FBS Independents,24.0,Army,Big 12,21.0,1,10.0,West Virginia,,40.5,
2020.0,Kentucky,SEC,23.0,NC State,ACC,21.0,1,-3.0,Kentucky,,50.5,
,,,,,,,0.7307692307692307,,,,,
2021.0,Utah State,Pac-12,24.0,Oregon State,Mountain West,13.0,0,-6.5,Oregon State,,68.5,
2021.0,Tulsa,American Athletic,30.0,Old Dominion,Conference USA,17.0,1,-7.5,Tulsa,,55.0,
2021.0,San Diego State,Mountain West,38.0,UT San Antonio,Conference USA,24.0,1,-3.0,San Diego State,,48.0,
2021.0,Wyoming,Mountain West,52.0,Kent State,Mid-American,38.0,1,-3.0,Wyoming,,60.5,
2021.0,Army,FBS Independents,24.0,Missouri,SEC,22.0,1,-7.0,Army,,54.0,
2021.0,Miami (OH),Mid-American,27.0,North Texas,Conference USA,14.0,0,-2.0,Miami (O,,56.5,
2021.0,UCF,SEC,29.0,Florida,American Athletic,17.0,0,-7.0,Florida,,56.0,
2021.0,Western Michigan,Mountain West,52.0,Nevada,Mid-American,24.0,1,6.5,Western Michigan,,57.0,
2021.0,Houston,SEC,17.0,Auburn,American Athletic,13.0,1,1.5,Houston,,49.0,
2021.0,Air Force,ACC,31.0,Louisville,Mountain West,28.0,1,1.0,Air Force,,55.0,
2021.0,Texas Tech,Big 12,34.0,Mississippi State,SEC,7.0,0,10.0,Mississippi State,,58.0,
2021.0,Minnesota,Big Ten,18.0,West Virginia,Big 12,6.0,1,-6.0,Minnesota,,45.0,
2021.0,Oklahoma,Big 12,47.0,Oregon,Pac-12,32.0,1,-7.0,Oklahoma,,64.0,
2021.0,Clemson,Big 12,20.0,Iowa State,ACC,13.0,1,1.5,Clemson,,45.0,
2021.0,Maryland,ACC,54.0,Virginia Tech,Big Ten,10.0,1,4.5,Maryland,,55.5,
2021.0,Michigan State,Big Ten,31.0,Pittsburgh,ACC,21.0,1,-3.5,Michigan State,,55.0,
2021.0,South Carolina,SEC,38.0,North Carolina,ACC,21.0,0,12.5,North Carolina,,57.5,
2021.0,Purdue,Big Ten,48.0,Tennessee,SEC,45.0,0,7.5,Tennessee,,66.5,
2021.0,Wisconsin,Pac-12,20.0,Arizona State,Big Ten,13.0,1,8.0,Wisconsin,,42.5,
2021.0,Alabama,SEC,27.0,Cincinnati,American Athletic,6.0,1,-13.0,Alabama,,57.5,
2021.0,Georgia,Big Ten,34.0,Michigan,SEC,11.0,1,7.5,Georgia,,46.0,
2021.0,Wake Forest,Big Ten,38.0,Rutgers,ACC,10.0,1,16.5,Wake Forest,,62.5,
2021.0,Central Michigan,Mid-American,24.0,Washington State,Pac-12,21.0,0,5.5,Washington State,,56.0,
2021.0,Oklahoma State,FBS Independents,37.0,Notre Dame,Big 12,35.0,1,1.0,Oklahoma State,,45.0,
2021.0,Ohio State,Big Ten,48.0,Utah,Pac-12,45.0,1,-4.0,Ohio State,,64.5,
2021.0,Baylor,SEC,21.0,Ole Miss,Big 12,7.0,0,-1.0,Ole Miss,,60.0,
2021.0,Kentucky,SEC,20.0,Iowa,Big Ten,17.0,1,-3.0,Kentucky,,44.0,
2021.0,Arkansas,SEC,24.0,Penn State,Big Ten,10.0,1,-3.5,Arkansas,,51.0,
2021.0,Georgia State,Mid-American,51.0,Ball State,Sun Belt,20.0,1,6.0,Georgia State,,53.0,
2021.0,Middle Tennessee,Mid-American,31.0,Toledo,Conference USA,24.0,0,-10.5,Toledo,,50.0,
2021.0,Coastal Carolina,Sun Belt,47.0,Northern Illinois,Mid-American,41.0,1,-12.0,Coastal Carolina,,63.5,
2021.0,UAB,FBS Independents,31.0,BYU,Conference USA,28.0,0,-6.0,BYU,,54.0,
2021.0,Louisiana,Conference USA,36.0,Marshall,Sun Belt,21.0,1,3.5,Louisiana,,56.0,
2021.0,Western Kentucky,Sun Belt,59.0,Appalachian State,Conference USA,38.0,1,1.0,Western Kentucky,,68.0,
2021.0,Fresno State,Mountain West,31.0,UTEP,Conference USA,24.0,1,-13.0,Fresno State,,54.5,
2021.0,Liberty,FBS Independents,56.0,Eastern Michigan,Mid-American,20.0,1,-9.5,Liberty,,58.5,
2021.0,Kansas State,Big 12,42.0,LSU,SEC,20.0,1,-10.0,Kansas State,,47.0,
2021.0,Georgia,SEC,33.0,Alabama,SEC,18.0,1,2.5,Georgia,,53.0,
,,,,,,,0.7368421052631579,,,,,
2022.0,Georgia,SEC,65.0,TCU,Big 12,7.0,1,-13.5,Georgia,,61.5,
2022.0,Mississippi State,Big Ten,19.0,Illinois,SEC,10.0,1,4.0,Mississippi State,,46.5,
2022.0,LSU,Big Ten,63.0,Purdue,SEC,7.0,1,15.0,LSU,,53.5,
2022.0,Tulane,Pac-12,46.0,USC,American Athletic,45.0,0,-1.5,USC,,66.0,
2022.0,Penn State,Pac-12,35.0,Utah,Big Ten,21.0,1,1.0,Penn State,,55.0,
2022.0,Alabama,Big 12,45.0,Kansas State,SEC,20.0,1,7.5,Alabama,,58.0,
2022.0,TCU,Big Ten,51.0,Michigan,Big 12,45.0,0,-7.5,Michigan,,56.0,
2022.0,Georgia,SEC,42.0,Ohio State,Big Ten,41.0,1,-5.0,Georgia,,61.5,
2022.0,Ohio,Mountain West,30.0,Wyoming,Mid-American,27.0,1,3.0,Ohio,,43.0,
2022.0,Maryland,ACC,16.0,NC State,Big Ten,12.0,0,-2.0,NC State,,45.0,
2022.0,Notre Dame,SEC,45.0,South Carolina,FBS Independents,38.0,1,5.5,Notre Dame,,50.5,
2022.0,Pittsburgh,Pac-12,37.0,UCLA,ACC,35.0,0,-8.5,UCLA,,54.5,
2022.0,Tennessee,ACC,31.0,Clemson,SEC,14.0,0,-4.0,Clemson,,61.0,
2022.0,Minnesota,Big Ten,28.0,Syracuse,ACC,20.0,1,-11.0,Minnesota,,45.5,
2022.0,Florida State,ACC,35.0,Oklahoma,Big 12,32.0,1,-10.0,Florida State,,67.0,
2022.0,Washington,Pac-12,27.0,Texas,Big 12,20.0,0,3.0,Texas,,67.0,
2022.0,Texas Tech,SEC,42.0,Ole Miss,Big 12,25.0,0,-4.5,Ole Miss,,72.5,
2022.0,Arkansas,SEC,55.0,Kansas,Big 12,53.0,1,-1.5,Arkansas,,70.5,
2022.0,Duke,ACC,30.0,UCF,American Athletic,13.0,1,-3.0,Duke,,63.0,
2022.0,Oregon,ACC,28.0,North Carolina,Pac-12,27.0,1,13.0,Oregon,,76.0,
2022.0,Wisconsin,Big 12,24.0,Oklahoma State,Big Ten,17.0,1,5.0,Wisconsin,,45.0,
2022.0,Buffalo,Mid-American,23.0,Georgia Southern,Sun Belt,21.0,0,6.0,Georgia Southern,,66.5,
2022.0,New Mexico State,Mid-American,24.0,Bowling Green,FBS Independents,19.0,0,-3.0,Bowling Green,,50.5,
2022.0,Middle Tennessee,Mountain West,25.0,San Diego State,Conference USA,23.0,0,-7.0,San Diego State,,47.0,
2022.0,Wake Forest,SEC,27.0,Missouri,ACC,17.0,1,3.0,Wake Forest,,59.0,
2022.0,Western Kentucky,Sun Belt,44.0,South Alabama,Conference USA,23.0,0,-4.0,South Alabama,,58.0,
2022.0,Toledo,Mid-American,21.0,Liberty,FBS Independents,19.0,1,-3.5,Toledo,,51.0,
2022.0,Eastern Michigan,Mountain West,41.0,San José State,Mid-American,27.0,0,-3.5,San José State,,54.0,
2022.0,Marshall,FBS Independents,28.0,Connecticut,Sun Belt,14.0,1,12.0,Marshall,,42.0,
2022.0,Boise State,Mountain West,35.0,North Texas,Conference USA,32.0,1,-12.0,Boise State,,64.0,
2022.0,BYU,FBS Independents,24.0,SMU,American Athletic,23.0,0,4.5,SMU,,65.0,
2022.0,Southern Mississippi,Sun Belt,38.0,Rice,Conference USA,24.0,1,-6.5,Southern Mississippi,,45.5,
2022.0,Fresno State,Mountain West,29.0,Washington State,Pac-12,6.0,1,-5.5,Fresno State,,54.0,
2022.0,Oregon State,Pac-12,30.0,Florida,SEC,3.0,1,-7.5,Oregon State,,51.5,
2022.0,UAB,Conference USA,24.0,Miami (OH),Mid-American,20.0,1,-10.5,UAB,,46.0,
2022.0,South Dakota State,MVFC,45.0,North Dakota State,MVFC,21.0,1,-5.5,South Dakota State,,47.0,
2022.0,North Carolina Central,MEAC,41.0,Jackson State,SWAC,34.0,0,14.0,Jackson State,,55.0,
2022.0,South Dakota State,MVFC,39.0,Montana State,Big Sky,18.0,1,-4.0,South Dakota State,,57.0,
2022.0,North Dakota State,MVFC,35.0,Incarnate Word,Southland,32.0,1,-7.5,North Dakota State,,70.0,
2022.0,Iowa,SEC,21.0,Kentucky,Big Ten,0.0,1,3.0,Iowa,,31.5,
2022.0,East Carolina,American Athletic,53.0,Coastal Carolina,Sun Belt,29.0,1,-7.0,East Carolina,,67.0,
2022.0,Memphis,Mountain West,38.0,Utah State,American Athletic,10.0,1,8.0,Memphis,,57.0,
2022.0,Houston,American Athletic,23.0,Louisiana,Sun Belt,16.0,1,-5.0,Houston,,56.5,
2022.0,Air Force,Mountain West,30.0,Baylor,Big 12,15.0,0,3.0,Baylor,,42.0,
2022.0,Louisville,ACC,24.0,Cincinnati,American Athletic,7.0,1,-2.5,Louisville,,38.5,
2022.0,Troy,Sun Belt,18.0,UT San Antonio,Conference USA,12.0,0,3.0,UT San Antonio,,56.5,
,,,,,,,0.6521739130434783,,,,,
